wave flux
3530.88 0.0
3530.93 0.0
3530.98 0.0
3531.03 0.0
3531.08 0.0
3531.13 0.0
3531.18 0.0
3531.23 0.0
3531.28 0.0
3531.33 0.0
3531.38 0.0
3531.43 0.0
3531.48 0.0
3531.53 0.0
3531.58 0.0
3531.63 0.0
3531.68 0.0
3531.73 0.0
3531.78 0.0
3531.83 0.0
3531.88 0.0
3531.93 0.0
3531.98 0.0
3532.03 0.0
3532.08 0.0
3532.13 0.0
3532.18 0.0
3532.23 0.0
3532.28 0.0
3532.33 0.0
3532.38 0.0
3532.43 0.0
3532.48 0.0
3532.53 0.0
3532.58 0.0
3532.63 0.0
3532.68 0.0
3532.73 0.0
3532.78 0.0
3532.83 0.0
3532.88 0.0
3532.93 0.0
3532.98 0.0
3533.03 0.0
3533.08 0.0
3533.13 0.0
3533.18 0.0
3533.23 0.0
3533.28 0.0
3533.33 0.0
3533.38 0.0
3533.43 0.0
3533.48 0.0
3533.53 0.0
3533.58 0.0
3533.63 0.0
3533.68 0.0
3533.73 0.0
3533.78 0.0
3533.83 0.0
3533.88 0.0
3533.93 0.0
3533.98 0.0
3534.03 0.0
3534.08 0.0
3534.13 0.0
3534.18 0.0
3534.23 0.0
3534.28 0.0
3534.33 0.0
3534.38 0.0
3534.43 0.0
3534.48 0.0
3534.53 0.0
3534.58 0.0
3534.63 0.0
3534.68 0.0
3534.73 0.0
3534.78 0.0
3534.83 0.0
3534.88 0.0
3534.93 0.0
3534.98 0.0
3535.03 0.0
3535.08 0.0
3535.13 0.0
3535.18 0.0
3535.23 0.0
3535.28 0.0
3535.33 0.0
3535.38 0.0
3535.43 0.0
3535.48 0.0
3535.53 0.0
3535.58 0.0
3535.63 0.0
3535.68 0.0
3535.73 0.0
3535.78 0.0
3535.83 0.0
3535.88 0.0
3535.93 0.0
3535.98 0.0
3536.03 0.0
3536.08 0.0
3536.13 0.0
3536.18 0.0
3536.23 0.0
3536.28 0.0
3536.33 0.0
3536.38 0.0
3536.43 0.0
3536.48 0.0
3536.53 0.0
3536.58 0.0
3536.63 0.0
3536.68 0.0
3536.73 0.0
3536.78 0.0
3536.83 0.0
3536.88 0.0
3536.93 0.0
3536.98 0.0
3537.03 0.0
3537.08 0.0
3537.13 0.0
3537.18 0.0
3537.23 0.0
3537.28 0.0
3537.33 0.0
3537.38 0.0
3537.43 0.0
3537.48 0.0
3537.53 0.0
3537.58 0.0
3537.63 0.0
3537.68 0.0
3537.73 0.0
3537.78 0.0
3537.83 0.0
3537.88 0.0
3537.93 0.0
3537.98 0.0
3538.03 0.0
3538.08 0.0
3538.13 0.0
3538.18 0.0
3538.23 0.0
3538.28 0.0
3538.33 0.0
3538.38 0.0
3538.43 0.0
3538.48 0.0
3538.53 0.0
3538.58 0.0
3538.63 0.0
3538.68 0.0
3538.73 0.0
3538.78 0.0
3538.83 0.0
3538.88 0.0
3538.93 0.0
3538.98 0.0
3539.03 0.0
3539.08 0.0
3539.13 0.0
3539.18 0.0
3539.23 0.0
3539.28 0.0
3539.33 0.0
3539.38 0.0
3539.43 0.0
3539.48 0.0
3539.53 0.0
3539.58 0.0
3539.63 0.0
3539.68 0.0
3539.73 0.0
3539.78 0.0
3539.83 0.0
3539.88 0.0
3539.93 0.0
3539.98 0.0
3540.03 0.0
3540.08 0.0
3540.13 0.0
3540.18 0.0
3540.23 0.0
3540.28 0.0
3540.33 0.0
3540.38 0.0
3540.43 0.0
3540.48 0.0
3540.53 0.0
3540.58 0.0
3540.63 0.0
3540.68 0.0
3540.73 0.0
3540.78 0.0
3540.83 0.0
3540.88 0.0
3540.93 0.0
3540.98 0.0
3541.03 0.0
3541.08 0.0
3541.13 0.0
3541.18 0.0
3541.23 0.0
3541.28 0.0
3541.33 0.0
3541.38 0.0
3541.43 0.0
3541.48 0.0
3541.53 0.0
3541.58 0.0
3541.63 0.0
3541.68 0.0
3541.73 0.0
3541.78 0.0
3541.83 0.0
3541.88 0.0
3541.93 0.0
3541.98 0.0
3542.03 0.0
3542.08 0.0
3542.13 0.0
3542.18 0.0
3542.23 0.0
3542.28 0.0
3542.33 0.0
3542.38 0.0
3542.43 0.0
3542.48 0.0
3542.53 0.0
3542.58 0.0
3542.63 0.0
3542.68 0.0
3542.73 0.0
3542.78 0.0
3542.83 0.0
3542.88 0.0
3542.93 0.0
3542.98 0.0
3543.03 0.0
3543.08 0.0
3543.13 0.0
3543.18 0.0
3543.23 0.0
3543.28 0.0
3543.33 0.0
3543.38 0.0
3543.43 0.0
3543.48 0.0
3543.53 0.0
3543.58 0.0
3543.63 0.0
3543.68 0.0
3543.73 0.0
3543.78 0.0
3543.83 0.0
3543.88 0.0
3543.93 0.0
3543.98 0.0
3544.03 0.0
3544.08 0.0
3544.13 0.0
3544.18 0.0
3544.23 0.0
3544.28 0.0
3544.33 0.0
3544.38 0.0
3544.43 0.0
3544.48 0.0
3544.53 0.0
3544.58 0.0
3544.63 0.0
3544.68 0.0
3544.73 0.0
3544.78 0.0
3544.83 0.0
3544.88 0.0
3544.93 0.0
3544.98 0.0
3545.03 0.0
3545.08 0.0
3545.13 0.0
3545.18 0.0
3545.23 0.0
3545.28 0.0
3545.33 0.0
3545.38 0.0
3545.43 0.0
3545.48 0.0
3545.53 0.0
3545.58 16.085189964379907
3545.63 0.0
3545.68 0.0
3545.73 0.0
3545.78 0.0
3545.83 16.085189964379907
3545.88 0.0
3545.93 0.0
3545.98 0.0
3546.03 0.0
3546.08 0.0
3546.13 0.0
3546.18 0.0
3546.23 0.0
3546.28 0.0
3546.33 0.0
3546.38 0.0
3546.43 0.0
3546.48 0.0
3546.53 0.0
3546.58 0.0
3546.63 0.0
3546.68 0.0
3546.73 0.0
3546.78 0.0
3546.83 0.0
3546.88 0.0
3546.93 0.0
3546.98 0.0
3547.03 0.0
3547.08 0.0
3547.13 0.0
3547.18 0.0
3547.23 0.0
3547.28 0.0
3547.33 0.0
3547.38 0.0
3547.43 0.0
3547.48 0.0
3547.53 0.0
3547.58 0.0
3547.63 0.0
3547.68 0.0
3547.73 0.0
3547.78 0.0
3547.83 0.0
3547.88 0.0
3547.93 0.0
3547.98 0.0
3548.03 0.0
3548.08 0.0
3548.13 0.0
3548.18 0.0
3548.23 0.0
3548.28 0.0
3548.33 0.0
3548.38 0.0
3548.43 0.0
3548.48 0.0
3548.53 0.0
3548.58 0.0
3548.63 0.0
3548.68 0.0
3548.73 0.0
3548.78 0.0
3548.83 0.0
3548.88 0.0
3548.93 0.0
3548.98 0.0
3549.03 0.0
3549.08 0.0
3549.13 0.0
3549.18 0.0
3549.23 0.0
3549.28 0.0
3549.33 0.0
3549.38 0.0
3549.43 0.0
3549.48 0.0
3549.53 0.0
3549.58 0.0
3549.63 0.0
3549.68 0.0
3549.73 0.0
3549.78 0.0
3549.83 0.0
3549.88 0.0
3549.93 0.0
3549.98 0.0
3550.03 0.0
3550.08 0.0
3550.13 0.0
3550.18 0.0
3550.23 0.0
3550.28 0.0
3550.33 0.0
3550.38 0.0
3550.43 0.0
3550.48 0.0
3550.53 0.0
3550.58 0.0
3550.63 0.0
3550.68 0.0
3550.73 0.0
3550.78 0.0
3550.83 0.0
3550.88 0.0
3550.93 0.0
3550.98 0.0
3551.03 0.0
3551.08 0.0
3551.13 0.0
3551.18 0.0
3551.23 0.0
3551.28 0.0
3551.33 0.0
3551.38 0.0
3551.43 0.0
3551.48 0.0
3551.53 0.0
3551.58 0.0
3551.63 0.0
3551.68 0.0
3551.73 0.0
3551.78 0.0
3551.83 0.0
3551.88 0.0
3551.93 0.0
3551.98 0.0
3552.03 0.0
3552.08 0.0
3552.13 0.0
3552.18 0.0
3552.23 0.0
3552.28 0.0
3552.33 0.0
3552.38 0.0
3552.43 0.0
3552.48 0.0
3552.53 0.0
3552.58 0.0
3552.63 0.0
3552.68 0.0
3552.73 0.0
3552.78 0.0
3552.83 0.0
3552.88 0.0
3552.93 0.0
3552.98 0.0
3553.03 0.0
3553.08 0.0
3553.13 0.0
3553.18 0.0
3553.23 0.0
3553.28 0.0
3553.33 0.0
3553.38 0.0
3553.43 0.0
3553.48 0.0
3553.53 0.0
3553.58 0.0
3553.63 0.0
3553.68 0.0
3553.73 0.0
3553.78 0.0
3553.83 0.0
3553.88 0.0
3553.93 0.0
3553.98 0.0
3554.03 0.0
3554.08 0.0
3554.13 0.0
3554.18 0.0
3554.23 0.0
3554.28 0.0
3554.33 0.0
3554.38 0.0
3554.43 0.0
3554.48 0.0
3554.53 0.0
3554.58 0.0
3554.63 0.0
3554.68 0.0
3554.73 0.0
3554.78 0.0
3554.83 0.0
3554.88 0.0
3554.93 0.0
3554.98 0.0
3555.03 0.0
3555.08 0.0
3555.13 0.0
3555.18 0.0
3555.23 0.0
3555.28 0.0
3555.33 0.0
3555.38 0.0
3555.43 0.0
3555.48 0.0
3555.53 0.0
3555.58 0.0
3555.63 0.0
3555.68 0.0
3555.73 0.0
3555.78 0.0
3555.83 0.0
3555.88 0.0
3555.93 0.0
3555.98 0.0
3556.03 0.0
3556.08 0.0
3556.13 0.0
3556.18 0.0
3556.23 0.0
3556.28 0.0
3556.33 0.0
3556.38 0.0
3556.43 0.0
3556.48 0.0
3556.53 0.0
3556.58 0.0
3556.63 0.0
3556.68 0.0
3556.73 0.0
3556.78 0.0
3556.83 0.0
3556.88 0.0
3556.93 0.0
3556.98 0.0
3557.03 0.0
3557.08 0.0
3557.13 0.0
3557.18 0.0
3557.23 0.0
3557.28 0.0
3557.33 0.0
3557.38 0.0
3557.43 0.0
3557.48 0.0
3557.53 0.0
3557.58 0.0
3557.63 0.0
3557.68 0.0
3557.73 0.0
3557.78 0.0
3557.83 0.0
3557.88 0.0
3557.93 0.0
3557.98 0.0
3558.03 0.0
3558.08 0.0
3558.13 0.0
3558.18 0.0
3558.23 0.0
3558.28 0.0
3558.33 0.0
3558.38 0.0
3558.43 0.0
3558.48 0.0
3558.53 0.0
3558.58 0.0
3558.63 0.0
3558.68 0.0
3558.73 0.0
3558.78 0.0
3558.83 0.0
3558.88 0.0
3558.93 0.0
3558.98 0.0
3559.03 0.0
3559.08 0.0
3559.13 0.0
3559.18 0.0
3559.23 0.0
3559.28 0.0
3559.33 0.0
3559.38 0.0
3559.43 0.0
3559.48 0.0
3559.53 19.302227957255887
3559.58 0.0
3559.63 0.0
3559.68 0.0
3559.73 0.0
3559.78 0.0
3559.83 0.0
3559.88 0.0
3559.93 0.0
3559.98 0.0
3560.03 0.0
3560.08 0.0
3560.13 0.0
3560.18 0.0
3560.23 0.0
3560.28 0.0
3560.33 0.0
3560.38 0.0
3560.43 0.0
3560.48 0.0
3560.53 0.0
3560.58 0.0
3560.63 0.0
3560.68 0.0
3560.73 0.0
3560.78 0.0
3560.83 0.0
3560.88 0.0
3560.93 0.0
3560.98 0.0
3561.03 19.302227957255887
3561.08 0.0
3561.13 0.0
3561.18 0.0
3561.23 0.0
3561.28 0.0
3561.33 0.0
3561.38 0.0
3561.43 0.0
3561.48 0.0
3561.53 0.0
3561.58 0.0
3561.63 0.0
3561.68 0.0
3561.73 0.0
3561.78 0.0
3561.83 0.0
3561.88 0.0
3561.93 0.0
3561.98 0.0
3562.03 0.0
3562.08 0.0
3562.13 0.0
3562.18 0.0
3562.23 0.0
3562.28 0.0
3562.33 0.0
3562.38 0.0
3562.43 0.0
3562.48 0.0
3562.53 0.0
3562.58 0.0
3562.63 0.0
3562.68 0.0
3562.73 0.0
3562.78 0.0
3562.83 0.0
3562.88 0.0
3562.93 0.0
3562.98 0.0
3563.03 0.0
3563.08 0.0
3563.13 0.0
3563.18 0.0
3563.23 0.0
3563.28 0.0
3563.33 0.0
3563.38 0.0
3563.43 0.0
3563.48 0.0
3563.53 0.0
3563.58 0.0
3563.63 0.0
3563.68 0.0
3563.73 0.0
3563.78 0.0
3563.83 0.0
3563.88 0.0
3563.93 0.0
3563.98 0.0
3564.03 0.0
3564.08 0.0
3564.13 0.0
3564.18 0.0
3564.23 0.0
3564.28 0.0
3564.33 0.0
3564.38 0.0
3564.43 0.0
3564.48 0.0
3564.53 0.0
3564.58 0.0
3564.63 0.0
3564.68 0.0
3564.73 0.0
3564.78 0.0
3564.83 0.0
3564.88 0.0
3564.93 0.0
3564.98 0.0
3565.03 0.0
3565.08 0.0
3565.13 0.0
3565.18 0.0
3565.23 0.0
3565.28 0.0
3565.33 0.0
3565.38 0.0
3565.43 0.0
3565.48 0.0
3565.53 0.0
3565.58 0.0
3565.63 0.0
3565.68 0.0
3565.73 0.0
3565.78 0.0
3565.83 0.0
3565.88 0.0
3565.93 0.0
3565.98 0.0
3566.03 0.0
3566.08 0.0
3566.13 0.0
3566.18 0.0
3566.23 0.0
3566.28 0.0
3566.33 0.0
3566.38 0.0
3566.43 0.0
3566.48 0.0
3566.53 0.0
3566.58 0.0
3566.63 0.0
3566.68 0.0
3566.73 0.0
3566.78 0.0
3566.83 0.0
3566.88 0.0
3566.93 0.0
3566.98 0.0
3567.03 0.0
3567.08 0.0
3567.13 0.0
3567.18 0.0
3567.23 0.0
3567.28 0.0
3567.33 0.0
3567.38 0.0
3567.43 0.0
3567.48 0.0
3567.53 0.0
3567.58 0.0
3567.63 0.0
3567.68 0.0
3567.73 0.0
3567.78 0.0
3567.83 0.0
3567.88 0.0
3567.93 0.0
3567.98 0.0
3568.03 0.0
3568.08 0.0
3568.13 0.0
3568.18 0.0
3568.23 0.0
3568.28 0.0
3568.33 0.0
3568.38 0.0
3568.43 0.0
3568.48 0.0
3568.53 0.0
3568.58 0.0
3568.63 0.0
3568.68 0.0
3568.73 0.0
3568.78 0.0
3568.83 0.0
3568.88 0.0
3568.93 0.0
3568.98 0.0
3569.03 0.0
3569.08 0.0
3569.13 0.0
3569.18 0.0
3569.23 0.0
3569.28 0.0
3569.33 0.0
3569.38 0.0
3569.43 0.0
3569.48 0.0
3569.53 0.0
3569.58 0.0
3569.63 0.0
3569.68 0.0
3569.73 0.0
3569.78 0.0
3569.83 0.0
3569.88 0.0
3569.93 0.0
3569.98 0.0
3570.03 0.0
3570.08 0.0
3570.13 0.0
3570.18 0.0
3570.23 0.0
3570.28 0.0
3570.33 0.0
3570.38 0.0
3570.43 0.0
3570.48 0.0
3570.53 0.0
3570.58 0.0
3570.63 0.0
3570.68 0.0
3570.73 0.0
3570.78 0.0
3570.83 0.0
3570.88 0.0
3570.93 0.0
3570.98 0.0
3571.03 0.0
3571.08 0.0
3571.13 0.0
3571.18 0.0
3571.23 0.0
3571.28 0.0
3571.33 0.0
3571.38 0.0
3571.43 0.0
3571.48 0.0
3571.53 0.0
3571.58 0.0
3571.63 0.0
3571.68 0.0
3571.73 0.0
3571.78 0.0
3571.83 0.0
3571.88 0.0
3571.93 0.0
3571.98 0.0
3572.03 0.0
3572.08 0.0
3572.13 0.0
3572.18 0.0
3572.23 0.0
3572.28 0.0
3572.33 0.0
3572.38 0.0
3572.43 0.0
3572.48 0.0
3572.53 0.0
3572.58 0.0
3572.63 0.0
3572.68 0.0
3572.73 0.0
3572.78 0.0
3572.83 0.0
3572.88 0.0
3572.93 0.0
3572.98 0.0
3573.03 0.0
3573.08 0.0
3573.13 0.0
3573.18 0.0
3573.23 0.0
3573.28 0.0
3573.33 0.0
3573.38 0.0
3573.43 0.0
3573.48 0.0
3573.53 0.0
3573.58 0.0
3573.63 0.0
3573.68 0.0
3573.73 0.0
3573.78 0.0
3573.83 0.0
3573.88 0.0
3573.93 0.0
3573.98 0.0
3574.03 0.0
3574.08 0.0
3574.13 0.0
3574.18 0.0
3574.23 0.0
3574.28 0.0
3574.33 0.0
3574.38 0.0
3574.43 0.0
3574.48 0.0
3574.53 0.0
3574.58 0.0
3574.63 0.0
3574.68 0.0
3574.73 0.0
3574.78 0.0
3574.83 0.0
3574.88 0.0
3574.93 0.0
3574.98 0.0
3575.03 0.0
3575.08 0.0
3575.13 0.0
3575.18 0.0
3575.23 0.0
3575.28 0.0
3575.33 0.0
3575.38 0.0
3575.43 0.0
3575.48 0.0
3575.53 0.0
3575.58 0.0
3575.63 0.0
3575.68 0.0
3575.73 0.0
3575.78 0.0
3575.83 0.0
3575.88 0.0
3575.93 0.0
3575.98 0.0
3576.03 0.0
3576.08 0.0
3576.13 0.0
3576.18 0.0
3576.23 0.0
3576.28 0.0
3576.33 0.0
3576.38 0.0
3576.43 0.0
3576.48 0.0
3576.53 0.0
3576.58 0.0
3576.63 16.085189964379907
3576.68 0.0
3576.73 0.0
3576.78 0.0
3576.83 0.0
3576.88 0.0
3576.93 0.0
3576.98 0.0
3577.03 0.0
3577.08 0.0
3577.13 0.0
3577.18 0.0
3577.23 0.0
3577.28 0.0
3577.33 0.0
3577.38 0.0
3577.43 0.0
3577.48 0.0
3577.53 0.0
3577.58 0.0
3577.63 0.0
3577.68 0.0
3577.73 0.0
3577.78 0.0
3577.83 0.0
3577.88 0.0
3577.93 0.0
3577.98 0.0
3578.03 0.0
3578.08 0.0
3578.13 0.0
3578.18 0.0
3578.23 0.0
3578.28 0.0
3578.33 0.0
3578.38 0.0
3578.43 0.0
3578.48 0.0
3578.53 0.0
3578.58 0.0
3578.63 0.0
3578.68 0.0
3578.73 0.0
3578.78 0.0
3578.83 0.0
3578.88 0.0
3578.93 0.0
3578.98 0.0
3579.03 0.0
3579.08 0.0
3579.13 0.0
3579.18 0.0
3579.23 0.0
3579.28 0.0
3579.33 0.0
3579.38 0.0
3579.43 0.0
3579.48 0.0
3579.53 0.0
3579.58 0.0
3579.63 0.0
3579.68 0.0
3579.73 0.0
3579.78 0.0
3579.83 0.0
3579.88 0.0
3579.93 0.0
3579.98 0.0
3580.03 0.0
3580.08 0.0
3580.13 0.0
3580.18 0.0
3580.23 0.0
3580.28 0.0
3580.33 0.0
3580.38 0.0
3580.43 0.0
3580.48 0.0
3580.53 0.0
3580.58 0.0
3580.63 0.0
3580.68 0.0
3580.73 0.0
3580.78 0.0
3580.83 0.0
3580.88 0.0
3580.93 0.0
3580.98 0.0
3581.03 0.0
3581.08 0.0
3581.13 0.0
3581.18 0.0
3581.23 0.0
3581.28 0.0
3581.33 0.0
3581.38 0.0
3581.43 0.0
3581.48 0.0
3581.53 0.0
3581.58 0.0
3581.63 5.14726078860157
3581.68 0.0
3581.73 0.0
3581.78 0.0
3581.83 0.0
3581.88 0.0
3581.93 0.0
3581.98 0.0
3582.03 0.0
3582.08 0.0
3582.13 0.0
3582.18 0.0
3582.23 0.0
3582.28 0.0
3582.33 0.0
3582.38 9.651113978627944
3582.43 0.0
3582.48 0.0
3582.53 0.0
3582.58 0.0
3582.63 0.0
3582.68 0.0
3582.73 0.0
3582.78 0.0
3582.83 0.0
3582.88 0.0
3582.93 0.0
3582.98 0.0
3583.03 0.0
3583.08 0.0
3583.13 0.0
3583.18 0.0
3583.23 0.0
3583.28 0.0
3583.33 0.0
3583.38 0.0
3583.43 0.0
3583.48 0.0
3583.53 0.0
3583.58 0.0
3583.63 0.0
3583.68 0.0
3583.73 0.0
3583.78 0.0
3583.83 0.0
3583.88 0.0
3583.93 0.0
3583.98 0.0
3584.03 0.0
3584.08 0.0
3584.13 0.0
3584.18 0.0
3584.23 0.0
3584.28 0.0
3584.33 0.0
3584.38 0.0
3584.43 0.0
3584.48 0.0
3584.53 0.0
3584.58 0.0
3584.63 0.0
3584.68 0.0
3584.73 0.0
3584.78 0.0
3584.83 0.0
3584.88 0.0
3584.93 0.0
3584.98 0.0
3585.03 0.0
3585.08 0.0
3585.13 0.0
3585.18 0.0
3585.23 0.0
3585.28 0.0
3585.33 0.0
3585.38 0.0
3585.43 0.0
3585.48 0.0
3585.53 0.0
3585.58 0.0
3585.63 0.0
3585.68 0.0
3585.73 0.0
3585.78 0.0
3585.83 0.0
3585.88 0.0
3585.93 0.0
3585.98 0.0
3586.03 0.0
3586.08 0.0
3586.13 0.0
3586.18 0.0
3586.23 0.0
3586.28 0.0
3586.33 0.0
3586.38 0.0
3586.43 0.0
3586.48 0.0
3586.53 0.0
3586.58 0.0
3586.63 0.0
3586.68 0.0
3586.73 0.0
3586.78 0.0
3586.83 0.0
3586.88 0.0
3586.93 0.0
3586.98 0.0
